Master Time (s),A0C0,A0C1,A0C2,A1C0,A1C1,A1C2,A1C3,A2C0,A2C1,A2C2,A2C3,estimated_weight
7.167789,2.887273,70.250908,0.318182,6.954545,18.454546,16.954546,70.000000,28.090910,8.750000,70.727272,0.648182,80.859993
7.186803,2.681818,68.614548,0.296364,6.919091,18.090910,16.954546,67.227272,27.522728,23.125454,73.330002,1.318182,84.172249
7.187026,2.840000,67.021820,0.340000,7.636364,17.930910,17.385454,66.227280,23.909092,23.170910,79.772728,1.011818,84.492752
7.350429,2.909091,65.387268,0.318182,7.330910,17.727272,17.294544,65.023643,15.340910,20.772728,86.283630,1.693636,82.522499
7.350615,2.954545,63.887272,0.340000,6.987273,18.430908,16.203636,63.567276,10.307273,17.090908,88.704552,1.204545,79.661499
7.353665,2.930909,62.705460,0.614545,8.590910,19.000000,15.590909,63.249092,9.522727,20.681818,87.045448,1.500000,80.143753
7.358259,2.523637,62.430908,0.318182,8.931819,19.045454,17.181818,61.681816,7.295455,20.510910,85.692726,2.068182,79.112244
7.409140,2.545455,62.363636,0.363636,9.512728,20.112728,19.023636,57.590908,18.022726,19.272726,85.829086,2.363636,81.675255
7.468525,2.454546,62.227272,0.430909,12.169090,24.000000,20.681818,52.227276,14.000000,17.465454,83.340912,2.352727,80.121254
7.479204,3.363636,61.545452,0.430909,12.886364,25.567272,22.727274,51.681820,13.863637,15.409091,79.966370,2.454546,79.721497
7.479444,4.158182,62.430908,0.500000,17.113636,27.930910,26.909092,48.840004,0.136364,16.557272,62.795456,1.784545,74.018005
7.480099,4.976364,63.772728,0.523636,20.318182,29.181820,29.090908,47.750908,0.136364,14.772727,51.897270,1.363636,72.540749
7.528203,5.840000,67.045456,0.569091,21.510000,33.978184,30.818182,47.476364,0.148182,8.647272,26.795456,0.670909,66.962250
7.537506,7.978182,70.705460,0.749091,27.409094,41.772728,34.818184,45.181820,7.772727,4.090909,17.193636,0.227273,70.922256
7.652311,10.978182,77.500008,1.954545,34.126366,50.454548,39.476364,41.523636,0.159091,0.148182,5.102727,0.170000,71.938248
7.652384,12.614545,74.909088,2.318182,40.772724,54.136364,41.636364,15.500000,0.136364,0.148182,3.318182,0.148182,67.550507
7.655959,12.430909,46.181820,3.409091,47.149090,51.067272,45.612724,2.454546,0.148182,0.136364,2.454546,0.159091,58.080994
7.669546,10.341819,0.249091,3.069091,56.659092,37.000000,36.930908,1.885455,0.136364,0.136364,1.727273,0.227273,40.799755
7.709251,1.023636,0.249091,0.296364,32.078182,0.841818,0.272727,1.727273,0.148182,0.148182,1.727273,0.181818,10.641000
7.770058,0.614545,0.249091,0.272727,13.227274,0.249091,0.296364,0.796364,0.533636,0.148182,2.000000,0.193636,5.109750
7.772787,0.409091,0.272727,0.272727,3.714546,0.249091,0.272727,0.318182,0.204545,0.148182,3.409091,0.170000,2.596250
7.828673,0.476364,0.272727,0.272727,4.396364,0.272727,0.249091,0.296364,0.148182,0.148182,3.454545,0.170000,2.793250
7.833133,0.363636,0.249091,0.249091,3.818182,0.296364,0.296364,0.340000,0.533636,0.148182,3.045455,0.159091,2.612250
7.888542,0.430909,0.249091,0.272727,3.136364,0.296364,0.296364,0.363636,0.443636,0.148182,3.068182,0.148182,2.434750
7.893608,0.363636,0.249091,0.296364,3.444545,0.272727,0.296364,0.387273,0.227273,0.136364,3.204545,0.159091,2.485250
7.948362,0.500000,0.249091,0.272727,2.558182,0.272727,0.249091,0.500000,0.215455,0.136364,3.443636,0.159091,2.353000
8.008075,0.454545,0.272727,0.296364,3.000000,0.296364,0.296364,0.430909,0.159091,0.136364,3.351818,0.148182,2.431750
8.012992,0.523636,0.272727,0.272727,3.340909,0.296364,0.296364,0.454545,0.329091,0.148182,3.522727,0.159091,2.644500
8.068854,0.500000,0.249091,0.272727,3.545455,0.249091,0.272727,0.476364,0.272727,0.159091,3.295455,0.148182,2.596250
8.072564,0.500000,0.227273,0.272727,2.522727,0.249091,0.296364,0.430909,0.624545,0.148182,3.227273,0.148182,2.378000
