Master Time (s),A0C0,A0C1,A0C2,A1C0,A1C1,A1C2,A1C3,A2C0,A2C1,A2C2,A2C3,estimated_weight
2.784756,0.296364,0.250909,0.272727,3.340909,0.272727,0.272727,0.296364,0.136364,0.136364,3.863636,0.148182,2.554000
2.934481,0.272727,0.272727,0.296364,2.149091,0.250909,0.296364,0.296364,0.136364,0.136364,3.898182,0.159091,2.245250
2.967177,0.296364,0.250909,0.296364,1.808182,0.272727,0.272727,0.272727,0.136364,0.148182,2.943636,0.148182,1.882750
3.050678,0.296364,0.250909,0.272727,2.353637,0.272727,0.296364,0.296364,0.136364,0.136364,2.875454,0.148182,2.017250
3.101675,0.296364,0.272727,0.272727,2.454545,0.272727,0.272727,0.272727,0.136364,0.148182,2.830000,0.159091,2.031750
3.133765,0.296364,0.250909,0.272727,2.659091,0.272727,0.272727,0.296364,0.136364,0.136364,3.080000,0.159091,2.154000
3.217247,0.296364,0.227273,0.272727,0.717273,0.272727,0.296364,0.272727,0.148182,0.136364,3.261818,0.148182,1.663750
3.268292,0.296364,0.250909,0.250909,1.671818,0.250909,0.296364,0.250909,0.148182,0.136364,2.784546,0.148182,1.783500
3.325865,0.318182,0.250909,0.272727,1.603637,0.272727,0.296364,0.272727,0.136364,0.136364,7.693636,0.148182,3.135500
3.384547,0.318182,0.227273,0.250909,0.750000,0.250909,0.272727,0.272727,0.136364,0.136364,8.739091,0.148182,3.163250
3.467611,0.296364,0.250909,0.250909,0.580909,0.250909,0.272727,0.272727,0.136364,0.148182,34.420910,2.625455,10.864250
3.518441,0.296364,0.272727,0.272727,0.785455,0.296364,0.296364,0.272727,0.136364,0.148182,65.386368,50.579998,32.654499
3.575284,0.296364,0.272727,0.272727,0.717273,0.272727,0.272727,1.432727,0.136364,3.977273,67.704552,55.284542,35.926003
3.684811,0.387273,0.227273,0.250909,1.467273,2.614546,0.772727,7.569091,12.227272,9.545454,58.102726,39.159092,36.389004
3.768970,0.909091,2.318182,0.296364,4.330909,7.796363,1.796364,11.863637,14.398182,9.420909,42.181820,15.125455,30.370251
3.801842,1.932727,14.181819,1.023636,6.204545,29.523636,6.727273,22.863636,23.568182,0.148182,15.590909,0.909091,33.735249
3.802734,2.136364,18.387274,1.590909,8.727273,44.000000,9.114545,22.387274,16.704546,0.136364,9.966365,0.352727,36.713505
3.951893,3.569091,18.660000,2.296364,9.409091,51.885456,10.818183,17.045456,4.431818,0.136364,7.170909,0.159091,34.534996
3.985263,4.727273,19.000000,3.750909,10.977272,55.909092,15.705455,15.045455,2.590909,0.136364,5.431818,0.148182,36.691250
4.068352,4.023636,25.863636,4.750909,12.103636,60.727272,16.636364,12.796365,0.693636,0.136364,5.034545,0.148182,39.301498
4.177209,5.432727,27.181820,7.796363,14.590910,70.590912,23.681820,4.000000,0.136364,0.136364,3.159091,0.159091,43.138000
4.235037,10.932728,2.863636,17.954546,0.444545,49.272728,6.363636,4.000000,0.148182,0.136364,0.534545,0.148182,25.519747
4.285764,4.341818,2.681818,0.909091,0.409091,5.363636,0.341818,3.205455,0.148182,0.148182,0.466364,0.148182,4.994999
4.369383,0.296364,0.272727,0.272727,1.431818,0.250909,0.296364,0.296364,0.136364,0.136364,2.522727,0.148182,1.666750
4.536261,0.318182,0.250909,0.272727,1.022727,0.272727,0.272727,0.296364,0.136364,0.148182,3.761818,0.148182,1.897750
4.594516,0.296364,0.227273,0.250909,1.194545,0.296364,0.296364,0.296364,0.136364,0.148182,3.966364,0.148182,1.995750
4.652677,0.296364,0.250909,0.250909,1.123636,0.250909,0.272727,0.272727,0.148182,0.136364,3.045455,0.148182,1.704000
4.702385,0.296364,0.250909,0.272727,0.886364,0.272727,0.272727,0.272727,0.136364,0.136364,2.500000,0.159091,1.500500
4.786780,0.296364,0.250909,0.272727,0.921818,0.272727,0.296364,0.296364,0.148182,0.136364,2.057273,0.159091,1.404750
4.819178,0.272727,0.250909,0.296364,1.159091,0.250909,0.296364,0.296364,0.136364,0.136364,2.898182,0.159091,1.692000
4.952736,0.296364,0.250909,0.296364,1.090909,0.272727,0.296364,0.272727,0.136364,0.148182,1.989091,0.148182,1.429500
4.953280,0.296364,0.250909,0.296364,0.990000,0.250909,0.272727,0.272727,0.136364,0.136364,6.080000,0.159091,2.514000
5.119658,0.318182,0.272727,0.272727,0.444545,0.272727,0.272727,0.318182,0.148182,0.136364,37.727272,2.102727,11.628750
5.219184,0.454545,0.272727,0.296364,0.444545,0.272727,0.272727,10.114546,0.136364,0.136364,58.807270,4.545455,20.832249
5.252504,0.660000,1.160000,0.272727,0.444545,1.863636,7.250909,21.272728,0.148182,0.136364,46.579090,3.681818,22.954248
5.304346,1.978182,4.569091,0.296364,0.409091,9.863636,13.318183,27.227272,0.136364,20.249998,31.613638,1.352727,30.528999
5.363188,3.340000,8.569091,0.318182,0.444545,20.069092,17.000000,28.250910,0.136364,5.704545,19.795454,0.602727,28.663498
5.420322,3.796364,11.181819,0.432727,0.444545,30.205456,22.954546,28.818184,0.477273,0.636364,15.931817,0.477273,31.723001
5.503438,5.500000,14.772727,0.636364,0.444545,37.272728,26.887274,30.478182,12.636364,0.250000,11.840910,0.170909,38.744751
5.554498,5.660000,19.296364,0.727273,22.194546,46.272728,34.227272,27.978182,0.148182,0.136364,6.954545,0.159091,45.032501
5.612568,8.454546,25.863636,1.500000,26.490002,57.296364,43.272732,20.136362,0.136364,0.148182,5.625454,0.148182,51.994751
5.720279,11.160000,34.432728,5.660000,43.227272,71.909096,54.478184,4.681818,0.148182,0.136364,4.090909,0.159091,63.273006
5.803962,24.841818,2.069091,15.954546,61.840908,77.069092,51.500000,1.705454,0.148182,0.148182,2.398182,0.148182,65.401497
5.837078,8.387273,3.818182,15.090909,0.444545,7.614545,0.705455,4.296364,0.136364,0.148182,0.340909,0.170909,11.317248
5.970661,1.318182,0.272727,0.272727,2.659091,0.272727,0.296364,0.363636,0.148182,0.148182,2.443636,0.148182,2.294500
5.970858,0.363636,0.272727,0.272727,1.295454,0.250909,0.296364,0.296364,0.136364,0.148182,3.648182,0.159091,1.963500
6.086862,0.296364,0.227273,0.272727,2.217273,0.296364,0.296364,0.296364,0.136364,0.125455,2.272727,0.159091,1.814000
6.221093,0.296364,0.250909,0.272727,0.921818,0.296364,0.272727,0.318182,0.181818,0.136364,2.057273,0.159091,1.420000
6.278698,0.296364,0.250909,0.272727,1.500000,0.250909,0.272727,0.272727,0.159091,0.136364,1.330000,0.148182,1.344750
6.337947,0.318182,0.250909,0.250909,1.704545,0.272727,0.318182,0.272727,0.159091,0.148182,1.148182,0.159091,1.375750
6.404168,0.318182,0.250909,0.272727,1.058182,0.250909,0.250909,0.296364,0.148182,0.136364,2.034545,0.148182,1.420500
6.463103,0.296364,0.227273,0.272727,1.058182,0.272727,0.272727,0.296364,0.148182,0.136364,1.977273,0.148182,1.404250
6.521204,0.296364,0.250909,0.272727,1.227273,0.272727,0.296364,0.272727,0.193636,0.148182,2.659091,0.148182,1.660500
6.571917,0.296364,0.250909,0.296364,0.990000,0.250909,0.272727,0.296364,0.136364,0.148182,7.625455,0.148182,2.945750
6.629056,0.296364,0.227273,0.272727,0.444545,0.250909,0.272727,0.296364,0.148182,0.136364,8.011818,0.159091,2.892000
6.738183,0.318182,0.250909,0.250909,0.444545,0.272727,0.272727,0.296364,0.148182,0.136364,47.545452,8.102727,15.960750
6.821933,0.296364,0.227273,0.272727,0.409091,0.318182,3.318182,8.454546,0.136364,34.477272,82.590912,15.931817,40.269001
6.879735,1.114545,2.887273,0.296364,0.444545,5.523636,12.978181,23.523638,0.136364,19.761818,47.886368,0.148182,31.542747
6.988031,12.840000,19.387272,1.569091,0.409091,31.454544,18.660000,42.954544,0.136364,0.125455,2.568182,0.159091,35.822498
7.072049,16.296364,24.432728,1.681818,18.990000,35.978180,17.909090,43.432728,0.136364,0.125455,1.761818,0.159091,44.248493
7.154865,16.318182,27.432726,1.590909,17.318182,35.614544,17.181818,50.909092,0.136364,0.136364,3.840909,0.148182,46.922501
7.238697,16.318182,28.978184,1.454546,13.126362,34.932728,17.296364,48.796360,0.148182,0.136364,3.250000,0.159091,45.264000
7.296156,17.409092,38.205456,3.681818,26.830910,46.181820,19.978182,46.954544,0.136364,0.148182,2.898182,0.159091,55.710495
7.355606,16.614546,40.705456,2.909091,19.330910,46.430908,18.454546,43.818180,0.204545,0.136364,1.420000,0.148182,52.297497
7.488794,3.478182,13.727272,0.272727,1.500000,1.296364,0.772727,30.454548,0.136364,0.148182,7.148182,0.148182,16.247751
7.521949,0.978182,0.250909,0.250909,1.159091,0.272727,0.272727,0.478182,0.136364,0.148182,2.068182,0.159091,1.698000
7.604970,0.318182,0.250909,0.250909,0.990000,0.272727,0.296364,0.272727,0.148182,0.136364,0.772727,0.148182,1.060750
7.655517,0.318182,0.250909,0.272727,1.194545,0.272727,0.272727,0.296364,0.272727,0.148182,1.409091,0.148182,1.335500
7.772038,0.296364,0.250909,0.250909,1.159091,0.250909,0.272727,0.272727,0.352727,0.148182,1.022727,0.159091,1.220000
7.772608,0.318182,0.250909,0.272727,1.090909,0.272727,0.272727,0.296364,0.420909,0.136364,1.136364,0.148182,1.269500
7.906607,0.296364,0.227273,0.272727,0.886364,0.272727,0.296364,0.296364,0.227273,0.136364,1.148182,0.159091,1.160250
8.022438,0.296364,0.227273,0.272727,0.954545,0.272727,0.272727,0.272727,0.227273,0.136364,1.102727,0.159091,1.153500
8.072805,0.296364,0.227273,0.272727,1.090909,0.272727,0.272727,0.318182,0.250000,0.148182,1.022727,0.148182,1.188000
8.131029,0.296364,0.250909,0.272727,1.330909,0.296364,0.296364,0.296364,0.307273,0.148182,1.080000,0.148182,1.299000
8.190129,0.318182,0.250909,0.272727,1.159091,0.250909,0.296364,0.296364,0.477273,0.136364,1.534545,0.159091,1.416750
8.239529,0.296364,0.227273,0.250909,1.159091,0.272727,0.272727,0.296364,0.511818,0.148182,1.681818,0.148182,1.448000
8.323028,0.296364,0.250909,0.296364,0.954545,0.272727,0.272727,0.272727,0.409091,0.136364,1.830000,0.148182,1.413500
8.356086,0.318182,0.250909,0.272727,1.295454,0.250909,0.272727,0.296364,0.386364,0.136364,1.352727,0.159091,1.372750
8.439181,0.296364,0.250909,0.250909,1.194545,0.272727,0.272727,0.272727,0.261818,0.148182,1.045455,0.159091,1.217000
8.490201,0.296364,0.250909,0.272727,1.022727,0.250909,0.272727,0.296364,0.136364,0.136364,3.522727,0.159091,1.819750
8.606632,0.318182,0.227273,0.250909,1.535455,0.272727,0.272727,1.454546,0.136364,0.148182,6.102727,0.159091,2.991500
8.740044,0.318182,0.250909,0.272727,1.603637,0.250909,0.272727,1.160000,0.136364,0.148182,13.704546,0.148182,5.023250
8.856111,0.318182,0.250909,0.296364,1.603637,0.272727,0.296364,1.205455,0.136364,0.136364,10.954545,0.159091,4.298250
8.906870,0.318182,0.250909,0.272727,1.704545,0.272727,0.272727,1.341818,0.148182,0.136364,5.818182,0.148182,2.938250
8.964929,0.318182,0.227273,0.296364,1.467273,0.250909,0.272727,1.272727,0.136364,0.136364,7.818182,0.148182,3.394750
9.023462,0.296364,0.250909,0.272727,1.704545,0.272727,0.296364,1.272727,0.136364,0.136364,8.227273,0.159091,3.582000
9.106703,0.318182,0.250909,0.272727,2.012727,0.250909,0.272727,1.705454,0.148182,0.136364,2.772727,0.148182,2.279500
9.190328,0.296364,0.227273,0.272727,2.727273,0.272727,0.363636,2.023636,0.136364,0.125455,20.489090,0.159091,7.450750
9.273205,0.841818,0.749091,0.272727,0.409091,3.545455,12.045454,6.614545,0.136364,0.352727,33.375454,0.239091,16.110001
9.324191,1.614545,4.500000,0.272727,0.409091,10.727273,20.000002,11.614545,0.250000,3.693636,30.250000,0.170909,22.963249
9.440643,3.569091,7.590909,0.296364,0.444545,18.454546,25.454546,18.681820,9.181818,5.102727,34.090912,0.159091,33.832249
9.523517,4.000000,14.954546,0.500000,0.444545,33.227276,39.887272,28.181818,19.648182,2.704546,15.772728,0.159091,43.856995
9.574383,4.863636,15.660000,0.909091,0.444545,36.863636,38.250912,20.727274,0.148182,0.148182,6.648181,0.148182,34.323250
9.632698,7.545455,15.432728,1.863636,0.409091,38.318180,31.227272,12.478183,0.136364,0.136364,2.239091,0.148182,30.231997
9.741218,17.569092,15.454546,9.181818,38.727272,43.796364,33.250908,5.023636,0.136364,0.136364,1.875455,0.159091,45.460499
9.857227,34.909092,22.954546,21.954546,67.876358,55.205456,41.000000,12.932728,0.136364,0.136364,1.284546,0.148182,71.098007
10.049518,39.660000,18.000000,30.909092,82.262726,46.318188,29.954546,0.272727,0.136364,0.136364,1.852727,0.148182,68.653992
10.108211,18.750910,0.272727,6.136364,23.318182,5.454545,4.409091,0.590909,0.148182,0.148182,2.352727,0.148182,16.975750
10.190945,3.614546,0.227273,0.523636,4.227273,0.272727,0.296364,0.478182,0.148182,0.136364,1.886364,0.148182,3.288750
10.241430,0.954545,0.250909,0.272727,1.603637,0.272727,0.272727,0.272727,0.136364,0.148182,1.420000,0.159091,1.585000
10.274519,0.296364,0.272727,0.272727,1.363636,0.272727,0.272727,0.272727,0.148182,0.136364,1.625455,0.148182,1.397500
10.408675,0.545455,0.250909,0.272727,1.772727,0.272727,0.272727,0.296364,0.136364,0.148182,1.909091,0.148182,1.657000
10.491671,0.296364,0.250909,0.272727,1.500000,0.250909,0.296364,0.272727,0.136364,0.136364,2.284546,0.148182,1.607500
10.524727,0.296364,0.250909,0.272727,1.295454,0.272727,0.272727,0.272727,0.136364,0.148182,1.466364,0.159091,1.332000
10.608522,0.296364,0.250909,0.272727,1.058182,0.272727,0.296364,0.272727,0.136364,0.148182,2.500000,0.159091,1.557500
10.658385,0.318182,0.250909,0.272727,0.886364,0.272727,0.296364,0.296364,0.136364,0.136364,1.545455,0.159091,1.257000
10.716817,0.296364,0.227273,0.272727,0.921818,0.272727,0.272727,0.296364,0.159091,0.148182,1.261818,0.136364,1.173000
10.775128,0.296364,0.250909,0.250909,0.990000,0.250909,0.272727,0.296364,0.148182,0.148182,1.204545,0.159091,1.173750
10.825710,0.318182,0.250909,0.272727,0.990000,0.272727,0.272727,0.296364,0.136364,0.136364,1.500000,0.159091,1.266500
10.885470,0.409091,0.250909,0.272727,1.227273,0.250909,0.272727,0.272727,0.125455,0.136364,1.443636,0.148182,1.322750
10.942369,0.387273,0.227273,0.272727,1.058182,0.272727,0.272727,0.272727,0.136364,0.136364,3.557273,0.148182,1.854000
11.025588,0.387273,0.227273,0.272727,1.704545,0.272727,0.272727,0.272727,0.136364,0.136364,6.102727,0.159091,2.734750
11.108956,0.296364,0.250909,0.272727,0.785455,0.272727,0.296364,0.272727,0.148182,0.136364,18.772728,0.148182,5.954500
11.134783,0.296364,0.250909,0.272727,0.921818,0.272727,0.296364,0.363636,0.136364,0.136364,34.477272,0.181818,10.341750
11.192877,0.387273,0.250909,0.272727,0.409091,0.272727,0.296364,2.250909,0.136364,0.136364,48.386364,0.374545,14.622749
11.325830,0.796364,1.590909,0.296364,0.409091,1.045455,2.978182,9.023637,0.136364,4.466363,52.875454,0.148182,20.285751
11.442417,1.205455,2.840000,0.272727,0.477273,2.272727,4.818182,9.409091,0.148182,5.954545,61.898182,0.159091,24.600250
11.443030,1.160000,2.772727,0.272727,0.409091,2.590909,9.363636,6.045455,0.363636,5.704545,67.602730,0.193636,26.531750
11.550666,0.454545,0.272727,0.272727,0.444545,1.978182,11.841819,1.363636,1.022727,1.557273,69.943634,0.159091,24.560499
11.609702,0.296364,0.250909,0.272727,0.444545,1.000000,11.978182,0.681818,1.204545,1.022727,68.136360,0.170909,23.501249
11.659640,0.296364,0.250909,0.272727,0.444545,0.749091,8.841818,0.569091,0.136364,0.522727,65.057274,0.227273,21.276249
11.717241,1.000000,0.272727,0.250909,0.444545,1.114545,7.681818,1.205455,0.136364,0.648182,58.681820,0.193636,19.698248
11.775622,1.363636,2.136364,0.272727,0.444545,2.045455,9.090909,4.478182,0.931818,4.409091,65.398186,0.148182,24.947752
11.860257,2.318182,4.841818,0.296364,0.444545,3.978182,12.023636,9.160000,12.249999,7.522727,64.454544,0.545455,32.404751
11.909968,5.523636,19.114546,0.341818,0.444545,17.045456,11.841819,40.727276,60.943638,39.409088,69.557274,11.011818,75.889244
11.943574,5.909091,23.681820,0.296364,0.444545,14.454545,6.409091,60.841820,60.034546,57.670910,67.784546,16.966364,86.485748
12.076833,4.932728,26.887274,0.272727,0.409091,9.818183,3.160000,65.000000,0.148182,54.170910,56.830002,11.011818,63.976246
12.110174,4.090909,22.250912,0.296364,0.444545,5.409091,2.636364,51.569096,0.148182,8.080001,53.886368,3.557273,41.901501
12.193421,3.114546,12.954545,0.296364,0.444545,5.954545,3.727273,29.727274,0.136364,5.625454,46.284546,0.159091,29.816750
12.276362,3.614546,12.545455,0.272727,0.444545,7.636364,4.160000,24.387272,0.136364,1.204545,41.613636,0.159091,26.448000
12.277998,2.296364,8.272727,0.296364,0.409091,2.932727,2.545455,16.978182,0.136364,2.250000,23.648180,0.159091,16.479250
12.401621,1.545455,2.114545,0.272727,6.954545,0.841818,0.478182,6.160000,0.148182,0.352727,12.545455,0.148182,8.679501
12.460535,0.296364,0.250909,0.272727,2.659091,0.250909,0.296364,1.409091,0.136364,0.148182,4.636364,0.148182,2.888750
12.461401,0.296364,0.250909,0.272727,1.467273,0.272727,0.296364,0.272727,0.136364,0.148182,1.966364,0.148182,1.520250
12.626900,0.296364,0.227273,0.272727,1.022727,0.272727,0.296364,0.272727,0.136364,0.136364,1.284546,0.159091,1.203750
12.710061,0.296364,0.250909,0.272727,1.022727,0.272727,0.296364,0.272727,0.136364,0.148182,1.522727,0.159091,1.279000
12.810165,0.318182,0.250909,0.296364,1.058182,0.272727,0.272727,0.272727,0.136364,0.136364,1.534545,0.148182,1.291750
12.834485,0.272727,0.250909,0.272727,1.090909,0.272727,0.272727,0.296364,0.136364,0.136364,1.352727,0.159091,1.241250
12.944487,0.296364,0.250909,0.272727,1.058182,0.250909,0.272727,0.318182,0.136364,0.148182,0.898182,0.148182,1.114000
12.976916,0.296364,0.250909,0.272727,1.022727,0.250909,0.296364,0.272727,0.136364,0.136364,1.307273,0.159091,1.210500
13.127637,0.318182,0.227273,0.272727,1.022727,0.250909,0.272727,0.272727,0.148182,0.136364,1.454546,0.159091,1.247250
13.160861,0.296364,0.250909,0.296364,1.022727,0.272727,0.296364,0.296364,0.136364,0.136364,1.466364,0.159091,1.273250
13.244040,0.296364,0.250909,0.272727,1.535455,0.250909,0.318182,0.296364,0.136364,0.148182,3.500000,0.148182,1.967250
13.294764,0.296364,0.250909,0.272727,0.444545,0.272727,0.296364,0.318182,0.125455,0.148182,12.318182,0.227273,4.117000
13.355249,0.296364,0.250909,0.272727,0.444545,0.272727,0.296364,0.296364,0.136364,0.136364,73.375450,13.227274,24.476500
13.411661,0.272727,0.205455,0.272727,0.409091,0.272727,0.272727,0.296364,0.136364,0.136364,118.272728,50.522728,47.044250
13.570346,0.318182,0.250909,0.296364,1.090909,0.250909,0.296364,0.272727,0.136364,15.420910,126.943634,38.409096,50.513752
13.669312,0.296364,0.227273,0.250909,3.613636,0.296364,3.181818,2.954545,0.454545,38.466366,98.443642,22.443636,46.923000
13.778311,0.932727,4.181818,0.296364,0.409091,6.114545,14.363637,11.000000,19.159090,13.318183,58.045452,0.170909,35.197754
13.812137,2.478182,9.181818,0.272727,0.409091,15.114546,27.136364,12.160000,8.875455,1.295455,22.181820,0.159091,27.297750
13.894369,2.909091,11.409090,0.296364,26.522728,21.432728,30.614548,14.432728,6.840909,0.136364,13.386363,0.159091,35.238503
13.945470,5.160000,14.203637,0.318182,33.954544,30.454548,32.454544,14.363637,4.625454,0.148182,6.568182,0.148182,39.159752
13.978788,8.818182,16.727274,1.750909,37.737278,34.363636,34.136364,14.160001,1.239091,0.125455,2.261818,0.159091,41.656750
14.078174,13.023637,22.272728,3.045455,43.262726,42.069088,31.409090,14.387273,0.148182,0.148182,2.954545,0.159091,47.541996
14.128590,18.523636,29.181820,3.978182,46.330910,46.523636,35.478184,9.954545,0.148182,0.136364,1.409091,0.148182,52.748501
14.187413,22.296364,32.569092,6.318182,53.080906,54.772728,40.090912,0.749091,0.148182,0.136364,2.057273,0.148182,58.401001
14.245259,25.841818,22.341818,6.363636,48.853634,60.772728,34.136364,1.205455,0.136364,0.136364,1.568182,0.159091,55.416752
14.328603,26.318182,1.750909,6.545455,0.444545,39.205456,12.569092,2.569091,0.148182,0.148182,0.886364,0.159091,24.954748
14.378705,2.887273,1.160000,0.454545,0.444545,3.160000,0.296364,2.818182,0.148182,0.136364,0.500000,0.148182,3.342250
14.411637,0.590909,0.272727,0.272727,2.454545,0.272727,0.272727,0.296364,0.136364,0.148182,1.943636,0.148182,1.872500
14.413954,0.296364,0.250909,0.272727,1.227273,0.272727,0.272727,0.250909,0.148182,0.136364,2.795455,0.148182,1.669750
14.562365,0.296364,0.250909,0.296364,0.954545,0.272727,0.272727,0.250909,0.136364,0.136364,2.852727,0.148182,1.613750
14.595379,0.296364,0.227273,0.250909,0.580909,0.250909,0.272727,0.272727,0.136364,0.125455,2.807273,0.159091,1.479500
14.678648,0.296364,0.272727,0.272727,1.022727,0.272727,0.272727,0.272727,0.148182,0.148182,3.090909,0.159091,1.713000
14.729092,0.296364,0.272727,0.272727,0.681818,0.272727,0.296364,0.272727,0.148182,0.136364,2.216364,0.148182,1.379000
14.845957,0.296364,0.250909,0.272727,0.681818,0.250909,0.272727,0.272727,0.159091,0.136364,2.409091,0.159091,1.419500
14.929020,0.296364,0.250909,0.272727,0.717273,0.250909,0.272727,0.272727,0.193636,0.136364,1.375455,0.159091,1.154500
14.979492,0.296364,0.250909,0.272727,0.921818,0.272727,0.296364,0.272727,0.148182,0.136364,2.136364,0.159091,1.420000
15.012606,0.387273,0.250909,0.272727,1.603637,0.272727,0.296364,0.272727,0.148182,0.136364,1.330000,0.148182,1.407750
15.146681,0.387273,0.272727,0.296364,0.818182,0.272727,0.296364,0.272727,0.136364,0.136364,2.500000,0.148182,1.522750
15.179360,0.387273,0.227273,0.272727,1.022727,0.272727,0.272727,0.296364,0.148182,0.148182,5.590909,0.159091,2.419500
15.262859,0.318182,0.250909,0.272727,0.750000,0.272727,0.272727,0.296364,0.148182,0.148182,43.522724,2.431818,13.388250
