Master Time (s),gravity_x,gravity_y,gravity_z,lin_accel_x,lin_accel_y,lin_accel_z
4.180680,-0.190000,-0.510000,9.790000,,,
4.237925,,,,-0.050000,0.280000,-0.340000
4.237974,-0.180000,-0.540000,9.780000,,,
4.239162,,,,-0.090000,0.520000,-0.030000
4.240962,-0.230000,-0.560000,9.780000,,,
4.295210,,,,-0.090000,0.340000,0.310000
4.297011,-0.370000,-0.810000,9.760000,,,
4.414477,,,,-0.200000,0.390000,1.040000
4.416464,-0.540000,-1.340000,9.690000,,,
4.479784,,,,-0.130000,0.540000,1.440000
4.479948,,,,-0.520000,0.550000,2.480000
4.479970,-0.630000,-2.100000,9.550000,,,
4.534947,-0.630000,-3.170000,9.250000,,,
4.536906,,,,-1.280000,-1.510000,5.670000
4.538659,-0.400000,-4.550000,8.670000,,,
4.594675,,,,-2.420000,0.450000,10.480000
4.595952,-0.030000,-5.900000,7.830000,,,
4.597928,,,,-3.130000,9.540000,7.420000
4.599761,0.210000,-7.100000,6.750000,,,
4.714358,,,,2.730000,13.800000,-0.320000
4.716003,0.250000,-8.140000,5.440000,,,
4.718237,,,,-1.040000,9.610000,0.640000
4.719794,0.030000,-8.110000,5.500000,,,
4.896120,,,,1.590000,11.040000,-2.090000
4.896627,0.020000,-7.520000,6.280000,,,
4.902938,,,,0.730000,9.680000,-0.770000
4.903113,0.270000,-6.450000,7.370000,,,
5.015052,,,,-1.650000,3.460000,5.090000
5.016061,0.210000,-2.710000,9.420000,,,
5.017892,,,,0.420000,-2.730000,7.790000
5.019800,-0.010000,-0.520000,9.790000,,,
5.075368,,,,1.990000,-6.760000,7.790000
5.077285,-0.450000,2.580000,9.440000,,,
5.134892,,,,-2.930000,-14.500000,5.690000
5.136057,-0.520000,4.030000,8.920000,,,
5.137983,,,,5.780000,-21.540000,2.100000
5.139834,-1.190000,4.600000,8.570000,,,
5.195341,,,,3.720000,-10.500000,19.210000
5.197198,-1.240000,4.070000,8.830000,,,
5.314321,,,,2.660000,-0.210000,-0.290000
5.316903,-0.220000,2.850000,9.370000,,,
5.318318,,,,-0.080000,-0.440000,3.490000
5.319781,-0.160000,1.260000,9.720000,,,
5.378984,,,,-0.170000,0.280000,-0.690000
5.379073,-0.280000,0.070000,9.800000,,,
5.438995,,,,-0.100000,-0.610000,0.020000
5.439068,-0.160000,-0.220000,9.800000,,,
5.439294,,,,-0.030000,-0.600000,-0.200000
5.496246,-0.150000,-0.300000,9.800000,,,
5.496542,,,,-0.080000,-0.210000,-0.280000
5.498349,-0.130000,-0.400000,9.790000,,,
5.615046,,,,-0.110000,0.170000,-0.390000
5.618553,-0.120000,-0.490000,9.790000,,,
5.619612,,,,-0.160000,0.530000,-0.340000
5.620276,-0.140000,-0.550000,9.780000,,,
5.675634,,,,-0.170000,0.500000,-0.310000
5.677348,-0.230000,-0.590000,9.780000,,,
5.735698,,,,-0.150000,0.460000,-0.210000
5.737422,-0.310000,-0.610000,9.780000,,,
5.795328,,,,-0.160000,0.410000,-0.110000
5.797260,-0.370000,-0.690000,9.770000,,,
5.799105,,,,-0.140000,0.390000,-0.450000
5.801006,-0.420000,-0.810000,9.760000,,,
5.914243,,,,-0.170000,0.410000,0.030000
5.915782,-0.420000,-0.980000,9.740000,,,
5.917835,,,,-0.030000,0.390000,-0.120000
5.919651,-0.390000,-1.220000,9.720000,,,
5.977545,,,,-0.130000,0.390000,0.600000
5.977599,-0.420000,-1.560000,9.670000,,,
6.099226,,,,-0.140000,0.480000,0.300000
6.099303,-0.430000,-2.200000,9.540000,,,
6.099399,,,,-0.350000,0.560000,0.740000
6.107632,-0.370000,-2.890000,9.360000,,,
6.155810,,,,-0.290000,0.540000,2.030000
6.157341,-0.160000,-3.990000,8.950000,,,
6.215054,,,,-0.820000,-0.720000,7.300000
6.216081,0.100000,-5.340000,8.220000,,,
6.218343,,,,-1.300000,0.730000,14.060000
6.219943,0.490000,-6.920000,6.920000,,,
6.275510,,,,-3.550000,8.900000,12.990000
6.277289,0.910000,-8.390000,4.990000,,,
6.353020,,,,-2.810000,17.370000,3.360000
6.395142,1.040000,-9.240000,3.100000,,,
6.397044,,,,-0.120000,10.310000,-1.780000
6.398469,0.890000,-8.760000,4.290000,,,
6.455444,,,,0.140000,10.990000,-2.390000
6.457371,0.970000,-7.890000,5.730000,,,
6.576247,,,,-2.300000,9.930000,-1.610000
6.580401,1.200000,-6.610000,7.130000,,,
6.580498,,,,-2.270000,5.270000,1.550000
6.580934,1.130000,-4.770000,8.490000,,,
6.639381,,,,-2.520000,0.940000,7.290000
6.639609,0.780000,-2.030000,9.560000,,,
6.697882,,,,0.150000,-1.880000,10.010000
6.698020,0.300000,0.270000,9.790000,,,
6.699134,,,,10.270000,-11.890000,-1.540000
6.700973,-0.110000,2.310000,9.520000,,,
6.755669,,,,-3.550000,-13.060000,4.660000
6.758310,0.250000,3.550000,9.130000,,,
6.874565,,,,9.320000,-19.620000,1.990000
6.876497,-0.220000,4.120000,8.890000,,,
6.878460,,,,0.640000,0.340000,0.010000
6.880314,0.240000,3.090000,9.300000,,,
6.935675,,,,0.840000,-0.780000,2.190000
6.937316,0.180000,1.840000,9.620000,,,
6.995573,,,,-0.370000,-0.620000,0.510000
6.997333,-0.090000,0.790000,9.770000,,,
6.999354,,,,-0.040000,-0.890000,1.690000
7.057992,-0.240000,-0.150000,9.800000,,,
7.058096,,,,-0.150000,-0.650000,-0.200000
7.058411,-0.230000,-0.280000,9.790000,,,
7.175075,,,,-0.050000,-0.460000,-0.280000
7.179997,-0.220000,-0.350000,9.790000,,,
7.180090,,,,-0.080000,-0.360000,-0.300000
7.180158,-0.180000,-0.440000,9.790000,,,
7.301211,,,,-0.140000,0.060000,-0.400000
7.301302,-0.130000,-0.530000,9.790000,,,
7.301958,,,,-0.170000,0.450000,-0.250000
7.302023,-0.090000,-0.590000,9.780000,,,
7.355734,,,,-0.090000,0.430000,-0.370000
7.357475,-0.070000,-0.600000,9.780000,,,
7.359503,,,,-0.070000,0.400000,-0.160000
7.416092,-0.110000,-0.720000,9.770000,,,
7.475316,,,,-0.240000,0.420000,-0.390000
7.478114,-0.130000,-0.910000,9.760000,,,
7.479846,,,,-0.150000,0.390000,-0.420000
7.480649,-0.100000,-1.090000,9.740000,,,
7.538810,,,,-0.230000,0.370000,0.250000
7.539035,-0.090000,-1.330000,9.710000,,,
7.595529,,,,-0.010000,0.410000,0.520000
7.597416,-0.060000,-1.690000,9.650000,,,
7.655435,,,,-0.550000,0.360000,1.580000
7.714969,-0.090000,-2.220000,9.540000,,,
7.716645,,,,-0.500000,0.620000,2.940000
7.718604,0.060000,-3.030000,9.320000,,,
7.720931,,,,-0.770000,0.480000,8.370000
7.775199,0.340000,-4.370000,8.770000,,,
7.839194,,,,-0.760000,0.120000,17.110000
7.839269,0.770000,-6.610000,7.190000,,,
7.895152,,,,-1.840000,9.810000,10.210000
7.896046,1.050000,-8.210000,5.240000,,,
7.900097,,,,0.790000,24.010000,-8.170000
7.900209,0.720000,-9.030000,3.730000,,,
7.958782,,,,0.880000,7.700000,-1.680000
7.959878,0.340000,-8.410000,5.010000,,,
8.075167,,,,-0.110000,7.660000,-2.640000
8.076666,0.490000,-7.580000,6.200000,,,
8.078566,,,,-0.680000,7.160000,-2.430000
8.080509,0.930000,-6.530000,7.250000,,,
8.135296,,,,-1.030000,3.910000,0.340000
8.137478,0.820000,-4.700000,8.560000,,,
8.195460,,,,-3.540000,1.610000,2.660000
8.197258,0.950000,-2.740000,9.360000,,,
8.199203,,,,-3.460000,0.000000,4.070000
8.201435,0.910000,-1.040000,9.700000,,,
8.376408,,,,-0.110000,-1.270000,4.070000
8.376829,0.560000,0.730000,9.760000,,,
8.378510,,,,0.790000,-2.270000,7.760000
8.380527,0.500000,2.130000,9.550000,,,
8.438852,-0.460000,4.450000,8.720000,,,
8.444963,,,,-0.280000,-15.770000,3.030000
8.444984,,,,8.860000,-13.160000,0.540000
8.495101,-1.560000,4.630000,8.490000,,,
8.497932,,,,3.060000,-1.580000,2.250000
8.500457,-0.970000,3.750000,9.000000,,,
8.555563,,,,-0.050000,-1.980000,3.770000
8.557681,-0.170000,2.010000,9.590000,,,
8.734666,,,,-0.670000,-0.520000,1.010000
8.736652,-0.450000,0.650000,9.770000,,,
8.738659,,,,-0.300000,-0.360000,0.500000
8.740386,-0.390000,-0.150000,9.790000,,,
8.921247,,,,-0.090000,-0.500000,-0.310000
8.921494,-0.320000,-0.320000,9.790000,,,
8.921642,,,,-0.120000,-0.220000,-0.370000
8.937915,,,,-0.110000,0.020000,-0.390000
8.937954,-0.290000,-0.380000,9.790000,,,
8.979958,-0.240000,-0.430000,9.790000,,,
8.980450,,,,-0.120000,0.230000,-0.430000
8.980793,-0.190000,-0.480000,9.790000,,,
9.037539,,,,-0.130000,0.480000,-0.330000
9.042332,-0.160000,-0.490000,9.790000,,,
9.042604,,,,-0.150000,0.440000,-0.030000
9.042764,-0.150000,-0.490000,9.790000,,,
9.095195,,,,-0.150000,0.400000,0.250000
9.098653,-0.190000,-0.500000,9.790000,,,
9.215085,,,,-0.180000,0.450000,0.890000
9.216047,-0.250000,-0.730000,9.770000,,,
9.217967,,,,-0.120000,0.420000,0.710000
9.219833,-0.270000,-1.160000,9.730000,,,
9.275586,,,,-0.470000,0.630000,1.310000
9.277321,-0.320000,-1.840000,9.620000,,,
9.335471,,,,-0.420000,0.990000,3.920000
9.337287,-0.290000,-2.840000,9.370000,,,
9.395992,,,,-0.680000,0.390000,7.010000
9.397209,-0.250000,-4.790000,8.540000,,,
9.399201,,,,-0.560000,-0.210000,11.130000
9.401056,-0.150000,-6.440000,7.380000,,,
9.521999,,,,-3.380000,9.230000,1.080000
9.522069,0.060000,-7.550000,6.250000,,,
9.522368,,,,3.200000,6.110000,-8.020000
9.522742,0.490000,-8.080000,5.530000,,,
9.635112,,,,-1.910000,4.410000,-4.030000
9.755616,0.420000,-7.870000,5.830000,,,
9.758671,,,,2.130000,2.260000,-3.270000
9.760590,0.260000,-7.410000,6.410000,,,
9.761912,,,,1.000000,1.250000,-3.350000
9.817191,0.600000,-6.820000,7.010000,,,
9.817601,,,,0.330000,-0.540000,-1.730000
9.819294,1.000000,-5.480000,8.060000,,,
9.875422,,,,1.260000,-2.620000,-0.580000
9.877310,0.980000,-5.070000,8.330000,,,
9.934302,,,,0.240000,-4.290000,0.370000
9.935802,1.030000,-4.840000,8.460000,,,
